,from_to,week1,week2,week3,week4,week5,week6,week7,week8,week9,week10,week11,week12,week13,week14,week15,week16
212,Italy-France,17922.936299,47437.00158899997,22821.70706900001,13414.78128899998,11573.730721,16314.330872,11381.38823199998,33735.99610799998,45297.13434899996,13263.766714,26196.71868400002,3050.627935,90815.72630999994,155991.9411680001,191332.5443550002,66621.131155
213,Italy-Greece,794261.5465899991,9665.638877999994,3058.003901999995,1682.370975999999,1265.457737999999,1133.032322999999,1000.739163,993.7831799999996,961.0875629999996,1365.182832999999,1365.316277000001,2812.156637999999,1925.140440999999,1264.543927999999,1267.366118,226021.7684739999
214,Italy-Hungary,3490.647613999999,3768.505262000003,3125.571687000002,3858.423175999999,2485.706302999998,4131.334760000001,2819.312961000001,6428.060187999997,6639.475468999999,4133.040361000004,4107.309336,4066.990960999999,9055.45426899999,15403.47581700002,15625.36136500002,3969.554304000001
215,Italy-Ireland,1990.450411999997,1801.674235999997,2436.675561999998,1036.512429000001,722.1441580000011,1773.714754000001,527.2955720000003,1487.026253999998,1552.788004999999,1652.725293999999,786.5746230000003,1392.449426000001,622.4380229999991,737.8651769999999,634.5524839999998,5613.421336
216,Italy-Israel,145826.3116730001,1092.356250000001,712.913963,776.4354370000015,1112.148205999999,1540.681752999999,1071.844675000001,1087.874343,898.2227569999999,898.6305929999993,992.1633809999992,1927.242986000001,866.7238560000009,613.5111330000007,552.8817399999994,48498.521976
217,Italy-Luxembourg,65.52692,0.0,37.523519,172.505165,72.78891899999999,98.25417899999997,193.0835,84.57903100000006,181.2225880000002,78.90225300000003,109.8656619999999,3.577541000000001,0.105264,0.051958,0.051958,0.0
218,Italy-Netherlands,14550.00135200001,27451.62908100001,10989.111433,112778.3348249999,26422.39365200003,16117.34402899999,8044.181302999997,4841.248784000002,73895.28957100002,167585.5772880001,148926.043562,152445.7411589997,131915.2234850001,193125.2021270001,194526.2821040002,20667.17826999999
219,Italy-New York (USA),185876.461705,200896.9823490002,154703.224805,140125.0459640001,169081.3185549999,161676.648216,112008.58591,135779.79717,76514.98944799995,3515.545522999999,4281.028472,2722.384146000002,3322.811456999995,3750.369901000001,4047.187542000001,175040.1815159999
220,Italy-Poland,5243.060777999999,16170.47272299999,6889.461586999998,7765.088991000001,4212.713379000004,4934.723145000006,3282.935837,109.225191,2.569709999999999,72.49457999999994,198.5694849999999,278.8512429999997,303.3998599999998,0.0,0.0,15775.79570400001
221,Italy-Portugal,470163.0981150002,4656.607445000004,4079.190028000001,2246.461143000002,2758.341067999996,5406.761237000003,2467.703176999997,2727.727346,1886.054243000001,3291.018072999999,2998.000801,3466.197027999998,1789.523188000001,3092.026065000002,2606.893835000003,154166.0378510004
222,Italy-Slovakia,4295.081395999992,5832.436101000001,6231.578361999999,2442.746115999999,1084.918778,3033.493193000001,672.0224230000003,1004.449180000001,694.6827780000003,543.8508350000001,363.664715,386.2402639999997,1468.481944,860.6486229999999,767.5447590000003,3895.029890000006
223,Italy-Slovenia,4174.271887000003,4485.732843999998,2860.659190999999,3458.020095000003,2638.066488999998,4624.128561000001,2296.928652000003,2120.513932999999,2401.380694000003,2488.018412999999,1656.055102,1459.113335000001,1900.800224000001,1688.044437000001,1970.793253999999,2995.797782
224,Italy-Spain,57792.27573099997,43945.34331200003,32540.473354,24749.02656999999,50376.77064100005,22479.67070900003,17172.59680600001,22733.76243499999,14045.09467999999,13842.323483,11036.009614,11278.74328500002,8307.07654,9570.681752000004,12067.047802,87121.87339600005
225,Italy-Sweden,102823.782,29690.47476699995,31575.248514,32389.29181799999,65954.21981700003,80573.17481599998,57060.81687400003,68585.44797100006,45965.58849000003,17125.028989,22051.725123,26426.06707800003,92363.650772,18375.801652,19893.67650699999,65413.85645899995
226,Italy-Switzerland,45757.29628500007,119931.7168559999,58575.23365300007,37995.918791,32445.60681400001,49032.41187599999,26683.28807099996,33206.75410699998,41694.01210700002,85187.40667200008,54161.95061100001,105592.920814,87874.10849000009,113432.2271989999,141194.3251860001,93099.15427300004
227,Italy-United Kingdom,32397.465889,71071.96405299993,35735.526747,27104.03043999999,21550.19303999999,18838.27420000001,19958.61327299998,27034.614896,19960.46261399998,19739.47002099998,19124.22121800001,19577.60427599997,18903.88079300001,14686.283279,10709.92712199999,62384.15436699997
228,Luxembourg-Austria,119.646977,85.12616200000005,112.46799,119.3490120000001,112.970015,140.599144,4206.717051000004,341.0674220000001,226.1789100000001,212.27438,249.0341829999998,222.459272,452.5647030000001,192.129094,202.1911230000003,124.47742
229,Luxembourg-Belgium,186.3353039999998,173.98922,233.6579639999998,298.4046679999998,183.3663559999999,190.5235209999999,149.5393550000001,133.3480139999998,157.6806980000001,99.35778399999988,121.1178849999999,119.8191169999999,134.0099139999998,128.0087959999999,121.0181259999999,164.6254210000001
230,Luxembourg-Croatia,20.78206100000002,18.87367900000001,26.00538399999999,26.51596299999997,29.40107899999997,23.28592399999999,29.28472399999996,36.84064100000005,11.57740000000001,12.963603,6.778616000000003,8.483042999999997,6.993586999999995,19.350916,18.555579,18.99896500000003
231,Luxembourg-Czech Republic,35.02032299999998,39.44043500000002,55.43481200000007,169.1425780000003,110.9489609999999,102.326161,12.277645,22.927054,30.01478699999999,21.02963900000002,18.8517,28.13766700000001,72.37283999999994,41.05799399999998,34.721117,42.70246199999999
232,Luxembourg-Denmark,8079.028091000003,48245.94156299996,57140.62894100005,67849.78749299998,60791.27587900009,96791.72821099998,69939.62066500005,75217.69952699999,78196.39843899998,66489.08275400003,88810.65841599999,81624.00305199997,94181.57614499998,107695.815489,108605.388915,16148.94847799998
233,Luxembourg-France,391.0910550000003,607.176018,395.804882,453.7997159999998,428.5982790000005,669.8708279999998,365.5589179999999,371.1500980000002,573.7850560000002,355.9461920000003,223.1852200000004,171.5061040000002,156.6243249999999,223.5855959999999,235.2145620000003,359.0269760000007
234,Luxembourg-Greece,75.80576399999994,97.85899799999996,45.97659900000004,15.96333100000001,13.99687200000002,24.12642100000002,15.23063300000001,30.26513600000002,20.25501300000002,14.42164300000001,9.675837999999992,10.873393,6.865962999999996,13.319559,14.754299,76.86780800000005
235,Luxembourg-Hungary,143.3059050000002,89.56230600000006,107.9508780000002,140.939558,130.2131220000002,2640.679108000001,961.7546459999996,342.0875949999997,374.1746099999996,263.3702239999999,221.2545299999996,1020.019728,5274.582618000003,6391.011257999997,6319.909126999999,135.6884700000001
236,Luxembourg-Ireland,22.35701000000007,15.61123099999999,16.82306999999999,19.379737,17.55250100000001,52.41336499999998,14.38724399999999,12.306129,15.532675,10.07846999999999,13.236627,15.75168800000001,14.773936,14.43710799999999,12.581648,20.63949100000002
237,Luxembourg-Israel,5.587017000000003,9.417666999999996,9.739924999999996,5.75403,11.240289,28.075251,8.554280999999996,10.29413700000001,12.671597,7.075124999999999,10.185162,8.037631999999997,6.370712999999998,7.326591999999999,10.502421,6.446003999999999
238,Luxembourg-Italy,35.81847300000003,124.517512,149.656421,53.12667200000003,30.41661400000002,41.03408599999999,49.73604600000005,127.9658910000001,65.78551099999997,80.79578500000002,87.34638999999999,102.2141620000001,63.23166200000001,131.953702,140.377652,38.21426300000002
239,Luxembourg-Netherlands,112.4570809999999,174.0803009999998,214.1516150000002,155.400659,139.696007,220.3079330000002,166.2415169999999,146.0186030000001,210.9278659999999,210.5276149999999,233.4182930000001,209.209672,205.5571549999999,337.9568420000002,343.2975680000003,138.0100319999999
240,Luxembourg-New York (USA),4686.914095000006,880.457113999999,884.6675950000008,2012.953711,118.5368159999999,130.850377,155.7685959999999,83.6669570000001,78.6253250000001,47.16307600000001,40.55310299999999,65.29293799999995,36.53353999999999,71.47078800000001,105.05018,1357.248047000001
241,Luxembourg-Poland,110.786275,97.70880000000012,136.8880470000001,137.4876410000001,131.6206950000002,147.4745990000002,105.746539,77.94456299999976,63.293283,84.12709399999996,110.571363,84.07620200000007,67.56935200000001,31.56878500000004,39.85526199999999,112.9140169999999
242,Luxembourg-Portugal,40.45480499999999,31.57268400000002,54.98709500000003,34.04612700000002,41.05338,63.22850899999998,31.483837,48.25784000000006,40.58604499999998,33.19607600000001,24.26103800000001,19.45752999999999,13.65577400000001,14.993118,13.399131,32.83309200000001
243,Luxembourg-Slovakia,11.62896900000001,23.59323600000001,19.56984,16.95592600000002,17.35314000000001,20.689187,26.70687400000002,22.240605,19.62888799999999,23.86034000000001,55.29480300000002,22.97722800000001,28.85485700000002,14.848219,12.53963900000001,19.33535100000001
244,Luxembourg-Slovenia,64.19034600000013,70.70451399999999,65.487438,53.747754,48.29741399999997,42.63550099999998,44.41786600000002,46.04996999999998,63.01989400000002,56.95750200000003,58.95217800000005,43.31218699999999,37.39418200000002,51.97539400000002,42.78017700000001,71.37053399999998
245,Luxembourg-Spain,162.1787869999999,175.4363200000002,325.8055869999999,225.9753520000001,181.9770290000001,249.2972739999998,196.5417720000003,174.8855890000001,169.770462,214.2897690000002,112.7959309999999,75.94544699999997,81.03290799999994,88.83506299999995,89.94411699999995,155.1271510000001
246,Luxembourg-Sweden,36757.31495800001,1026.225654,9214.899482999992,15417.48505700001,8642.573816999995,4832.128742999997,6596.234749000004,5403.572490000002,1755.835505999999,1329.264948999999,1737.860163999999,1406.654360999998,2064.786348000001,2681.433119,4028.349956000002,3680.286937999999
247,Luxembourg-Switzerland,286.5469459999999,447.9474019999991,603.0451000000003,895.8627270000002,826.5280549999994,1296.123584,4037.310185000002,9707.69693699999,4147.724837000001,876.6603589999994,847.8592250000008,1464.187209,4575.702374,6077.130297999998,5811.949152999996,376.6789879999999
248,Luxembourg-United Kingdom,10302.15499800001,11361.04331200001,16502.05176900001,15579.29418699999,12373.48128,19803.18939,7033.901601000002,5685.062784000002,5563.932317000002,4853.327204000004,5522.895459999993,5165.134416999998,1117.663313999999,1508.617836999998,1722.79155,7185.827370000005
249,Netherlands-Austria,39626.49088799996,34161.72995800002,42093.51419200001,42286.04675799999,44517.67174599999,25615.60725799999,36463.83897400001,13226.429586,4115.314986,14386.59002100002,10044.774145,10121.73541,9993.985282999996,8903.390644,8884.008337,42665.50593500002
250,Netherlands-Belgium,74649.24536999999,59932.50594300002,52902.219667,59799.99571499992,50413.15627099998,45585.74856299999,43396.63871200007,37116.030692,22895.89922,17182.654284,20764.69434800002,30657.56511999998,28863.57985,29182.06559700002,26594.68844700001,66136.08714499997
251,Netherlands-Croatia,21684.164989,16487.337457,21093.524903,30467.308041,16428.75201099999,15324.46561199997,17129.85103600001,12933.39388900001,6708.664624999998,2026.329444000001,2064.418376999999,1995.987504999998,3369.159792999998,4400.216203999998,5537.630468999994,17709.99955699999
252,Netherlands-Czech Republic,59947.35589399996,74965.54171600008,77208.72794200001,59266.088551,53846.37466499997,52273.87398799999,40210.10098300003,38548.858509,26034.61962999998,13032.39511200001,14866.16020100001,13778.861761,22476.695626,17001.088585,19286.675832,65914.97663100009
253,Netherlands-Denmark,399837.9638649996,422397.1377140001,493850.2101920001,418667.42729,378984.5755360001,330013.7393129999,373314.083747,338496.1651930002,186378.5285390003,80411.18451399992,114999.240661,215979.202637,226555.9989100001,149223.7789709998,142181.084759,365268.4825439999
254,Netherlands-France,93309.896815,88742.85262300009,88398.68312099998,80180.06162899997,75116.83496800013,58577.76779800001,64678.5393329999,58036.68702699998,40520.22154000003,17904.17741399998,7028.072780000001,4626.350077999998,6136.520021999999,9113.830917,10456.62612599999,81286.36785500002
255,Netherlands-Greece,44213.71008299999,50974.25783400005,10030.343959,4091.385867000006,3598.590776000002,2445.678677999998,3398.584931000004,2388.740756,1235.512852,2065.646692999999,2589.252403000002,1277.017998999999,1588.161973,806.409687,867.489562,41426.17357599999
256,Netherlands-Hungary,83071.80019099994,72729.39466700002,69680.893348,77885.6564650002,56204.66888200003,41590.84696,28503.14484300001,38608.02809500003,35705.49012999998,9615.771078999996,12210.68315500001,13453.93578999999,10006.772614,28712.12203799997,30209.60501699996,64806.51799399999
257,Netherlands-Ireland,3796.956097999995,5066.738578999996,10878.519775,9768.51729200001,8798.312547,7113.970660999999,12485.48715300001,8862.724001000002,5898.974954000005,1687.992476000001,1185.504763999998,2429.608069000003,2544.489828000002,2217.758005000002,1796.622862999997,1771.626997999999
258,Netherlands-Israel,11827.646958,18114.95392699999,14490.12893300001,13593.03777199999,15609.07146699999,10087.04897599999,13129.35480800001,12752.12363699999,9750.226841000003,997.8108079999996,2879.316115999996,1350.118191,895.0388870000003,1809.350937999998,1924.095785,12240.93355200002
259,Netherlands-Italy,69111.85630499998,58259.91221599997,49715.79210799999,17146.55740300001,5909.149273999999,6510.437774000003,7220.963476999999,8684.923560000001,4565.560253000001,4139.774737000002,1708.579710999998,773.1817339999999,795.6271820000004,770.3462160000005,571.0666549999993,89413.91864599992
260,Netherlands-Luxembourg,997.4278700000012,0.0,185.262291,1608.430800999998,1123.880415000001,797.5145760000007,1045.308579,1271.544659,698.0461849999997,332.888704,198.9902080000005,1.806227999999998,0.7856070000000002,0.964928,1.041403,0.0
261,Netherlands-New York (USA),5.429802999999997,31.29304399999996,4.799966999999996,18.58667999999999,1.388186999999999,1.519198,3.271366,1.860246,19.46935199999999,19.57691399999998,35.85028299999994,93.13409300000014,35.27317700000003,101.3089989999999,47.38884200000005,81.49502300000002
262,Netherlands-Poland,96088.03185800006,71702.58399499998,205622.0648119998,139495.586757,62161.820594,45265.809264,30959.29074999997,27079.603409,13981.008273,12434.97287,16901.363831,15113.80774899998,19445.95471099998,4559.075449000001,5139.391140000002,82770.96599300003
263,Netherlands-Portugal,27192.993127,21245.195243,21804.80624600001,21745.30101999997,20873.71576599997,12959.62133400001,14240.402663,14994.39159000001,11164.14801400001,7805.496451999996,3708.692965000002,2702.899401000001,7042.005145000002,7100.576657999987,7314.102303999997,24574.00068300002
264,Netherlands-Slovakia,21058.764192,15302.89062900001,16140.11409500001,20922.48580899999,13012.541211,14109.621441,9391.263301000014,7657.470834999997,5452.929806999998,2809.153891000001,2508.445421,6680.101385000004,4012.608464,4106.038448000004,3974.185799999999,17571.96876699999
265,Netherlands-Slovenia,46439.04230900005,37182.505551,39343.70435100002,43259.02719600002,39492.50083000003,24856.64523499998,26735.95022899997,28296.64001299998,17081.50357,10131.993668,14138.75773,16628.306364,19489.61656400002,24331.27790799997,21150.09688199997,36071.69030800003
266,Netherlands-Spain,96684.68715699996,107486.436061,76262.019535,56241.91236899996,59303.82895499995,43677.65572300004,41728.94469900001,37484.99109199996,22445.34315000003,5310.732133000002,4654.150651000001,4294.723209999999,4958.844323999992,10362.247971,11862.33776799999,91218.446559
267,Netherlands-Sweden,250620.706653,255684.7221289999,312006.4976289999,252933.8283399999,187002.3554070003,158179.817474,174771.955333,186046.4997700002,132502.2312709999,54767.96448300003,69184.336504,69093.51382699997,73057.00907199996,101556.418512,104090.3962069999,229771.6175519996
268,Netherlands-Switzerland,31045.31559900001,41493.00600200002,41409.70489000002,34292.65507400002,26611.84124500003,22995.900967,35452.44324299997,35009.75556700002,53245.21651999998,6841.301417999994,19597.80580300002,83099.44746999998,95518.34859499994,34387.75502,33914.28465599999,46805.81312699988
269,Netherlands-United Kingdom,416783.9319059998,347869.2614509996,359970.678935,276720.889536,268801.8911119999,207211.7156770001,197195.1566989997,197870.6070180001,111341.2212880001,37665.32765199999,31422.746635,42569.95142899992,50544.73980999998,44600.825871,44122.53349499996,351092.2372190001
270,New York (USA)-Austria,9434.014692999996,8268.392746999993,8070.997716000001,8043.586596000002,7605.788957999998,17020.63248600001,11082.849122,12171.39785700001,188499.804025,319330.5313890001,438539.151027,520599.6798830004,435691.6859739997,481030.2682719997,512556.3273550002,11036.79729
271,New York (USA)-Belgium,132211.5471000001,28950.67858900001,22092.65007800001,19760.66701900003,17233.50298999999,23861.051747,22831.37810999999,16151.34848700001,19676.86600099997,31070.99192000002,37287.045315,63607.02372299991,24540.57305700003,37450.75467199998,35739.39179499996,64263.19151299998
272,New York (USA)-Croatia,11016.06318799999,6327.531610999994,7495.771976000003,4170.272205999996,6071.006321999993,8767.383378000008,3937.778802000003,3856.678813,7755.472599000001,8124.385094000005,5542.059754999998,15498.23203499999,6998.125586,26781.81209799999,28814.01490200001,9248.848820000012
273,New York (USA)-Czech Republic,9715.14167499999,11168.95871300002,14509.620038,13710.54934,8240.293347999997,34357.71441699997,1434.624118999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16551.641623
274,New York (USA)-Denmark,133744.21774,310508.7723120003,240600.5945919997,168616.7131599998,133927.0534699998,390804.0267810004,123895.933938,129845.8937699999,234419.454839,274476.1448460002,477108.9563469995,394610.0238370003,341578.3473770001,369753.7111489998,378918.9151299995,172738.5811179998
275,New York (USA)-France,261604.8185710001,206505.952134,272649.0720760002,421731.1252300001,295860.37427,427470.9564920001,618122.5192219998,368495.9214250001,40039.47058200005,8871.502556000003,5269.449264000004,671.6757960000001,694.7564370000005,746.5026580000003,511.6978119999998,193492.9860529999
276,New York (USA)-Greece,11955.48687400001,13515.479235,3020.924659999996,1115.838835000001,1590.656107,2719.481609000001,1557.681921999999,797.542637,2054.455087,2138.974965000001,3096.791276000002,2267.712118,2059.019442,3774.891722999999,3676.449114999999,12281.02002800001
277,New York (USA)-Hungary,19156.786666,13124.236799,11640.22211900001,15783.73746400001,8517.761375999993,16414.573183,13022.10850299999,30693.99618100001,71348.97585699997,85637.117865,108182.819717,113635.0068220001,102331.3922830001,124324.6501519999,129646.3883749999,17040.158516
278,New York (USA)-Ireland,11.57070200000001,12.17844200000001,1967.319817000001,1991.625191,1670.664610999999,3611.959478999998,2221.271493999998,1832.770135,9025.632171000005,7492.329836,9003.407609000004,11866.59103500002,9882.914411999996,12236.61360099999,12241.08531600002,23.55780500000002
279,New York (USA)-Israel,27338.51804099998,8157.646720000003,9762.682460999988,10991.61502099999,10153.7378,40834.81760899995,25088.52072999999,15402.148649,13304.104783,15878.100839,25159.51855899999,25046.65338299999,19347.26278400002,22561.22078700001,21434.52661899999,17638.97108800001
280,New York (USA)-Italy,4903.200180000002,214455.8158939999,258783.4339900001,42394.04414200009,4273.609269000001,7803.420934999995,5134.779098000004,4431.575373000007,1256.568940000001,520.2365580000001,820.1041329999996,608.020164,589.7403149999992,936.0461520000002,922.4424499999996,4867.822572999998
281,New York (USA)-Luxembourg,307.5739009999998,0.0,50.365224,185.7036500000002,115.5248360000001,316.5418770000003,3455.321709000001,438.208812,719.8261870000003,737.8550010000004,499.0045490000003,1.195253,1.587018,3.109527999999999,2.676549999999998,0.0
282,New York (USA)-Netherlands,0.07996,5.617109,16.956426,9.222715,0.0,3800.276208000002,0.003374,4.081715000000001,171.5776809999999,156.0553229999999,285.9800259999998,138.8585060000001,455.6374669999997,692.8382180000003,499.0405859999996,1107.67512
283,New York (USA)-Poland,20552.74536800001,14308.80047299999,15854.49753699999,13725.81375699998,11766.949445,20974.510534,8718.598445999996,860.6998560000001,111.387228,3424.669949000001,5593.877643999999,8320.295600999998,7688.450110000001,0.0,0.0,22290.02856600002
284,New York (USA)-Portugal,7254.543197999995,12090.16178899999,9325.755159999988,7624.04330299999,5142.728520000002,7317.353927999997,4392.537553000004,4039.973458999999,11712.37727800002,12341.396221,12514.85949499998,12820.20360299999,11804.231797,18469.07567699998,16140.1281,11701.92766400001
285,New York (USA)-Slovakia,4498.815269000003,3121.767908,2973.990165000002,3157.22644,2888.267797000001,5689.366937999999,4097.638161999997,3629.282427999997,5231.268126000001,5377.042011999994,5672.893483,9020.447699999995,8392.192062000004,7092.220521,6117.075589000003,3565.746268999997
286,New York (USA)-Slovenia,9518.378402,6111.673223999999,5665.275397000007,6484.934464999999,7662.990271999998,9406.783803999995,5175.286301999999,5013.834300999998,11241.449134,14280.006677,19610.56799200002,23141.92142700001,26413.35565099998,34086.27051399998,33722.29727799999,7887.696539000005
287,New York (USA)-Spain,39435.18548799996,26460.709239,26821.71854600003,24161.86811699998,19859.11541499999,32989.09484600001,14972.155735,13172.475979,37232.41300499997,35457.38615600001,30289.42335099996,53877.18792799997,48582.56123000002,95134.70223000004,115809.652944,43827.30404700001
288,New York (USA)-Sweden,75004.57823200003,52655.26218399996,57019.70304200002,51506.98560899998,47457.02283399996,98152.66692399992,54704.58594400005,45821.2494,82668.92485999991,100112.616775,126346.802907,131646.7785079999,72298.87091899996,95405.974159,97863.94022499998,71540.52744700003
289,New York (USA)-Switzerland,254451.110284,63058.2272479999,9816.220582,363076.1425869999,226382.4708569995,233021.7274340001,230369.1143100001,262457.989229,400717.5021669996,342645.0463100001,326398.6601199999,350523.2334620003,321122.2583499998,417017.9776370003,385820.9319670001,128755.61802
290,New York (USA)-United Kingdom,214743.262153,155947.1729730001,178349.404785,160068.177268,140435.8739140001,233209.7061980001,148888.6595540001,195435.3744150003,282534.1711910003,464856.3227019999,455441.4666800001,647558.3248810002,539319.2239460003,429476.2402109999,377999.9391569998,198855.0994610001
291,Poland-Austria,31.87442199999995,1.361582,2.958778000000001,8.679070999999999,3.199058,1.038366,71.59449300000001,52.28715200000001,2130.602515000001,4579.177393,2785.271451999997,3314.485342,3163.761486999998,1587.280492000001,1529.121893000001,1.369736
292,Poland-Belgium,1760.301570999999,2268.620662,1665.605138999999,1979.051270000002,1450.840610999999,3154.838295999999,3077.072096999999,2539.416661999999,1802.012283999999,703.6027849999997,1293.693786999998,2181.489911000005,993.1794259999992,970.3006120000002,1198.736089,3088.846353
293,Poland-Croatia,7061.349503000005,7469.754997000011,7459.207195999996,7314.771210999999,5440.969714999997,14764.90405799999,3217.428095999999,3026.845368999999,4169.620107,3525.680826,1718.79908,1945.086348000001,2798.116703999999,1875.685602,1851.987044000001,9525.937059999997
294,Poland-Czech Republic,3.701648,0.359486,0.0,16.189263,0.0,0.0,0.0,34.521613,0.0,211.467187,1449.667504,0.0,1.778989,473.8383449999999,473.8383449999999,0.0
295,Poland-Denmark,31677.404484,40834.74351200004,43832.57820999992,56188.96241900005,46015.36788599996,77669.80555800002,37615.49735200002,41045.87228000003,39690.59042100002,29085.78075200001,27501.98062699997,28652.91537600004,24976.49707399999,27199.18660500001,28328.081835,39965.73642899998
296,Poland-France,8617.258827000003,11377.911408,10405.93588200001,8611.768634000002,8500.393106999994,12108.901965,4350.606962000003,4499.088197999999,3265.483327999998,3210.004844999999,1972.143918,955.294573,1214.363606,2188.399719000003,2870.882502999998,11120.97870600001
297,Poland-Greece,9239.348493,9287.744237,2796.262185999995,1409.712388000001,845.7955219999991,920.9338360000004,491.0651259999996,440.9057829999999,520.0941379999998,737.4366950000003,683.4553049999987,993.7776209999998,674.1945169999998,588.2226439999991,342.2028059999998,11203.743871
298,Poland-Hungary,16625.13886399999,17978.02255500001,20979.41689200002,20004.568523,18439.39213799998,16525.91362100001,7049.888442000004,7545.990188000006,6881.003177,4718.115805000006,7880.684940999998,6587.445965000005,6213.544370000001,7367.711265999995,7497.203217999991,21567.951537
299,Poland-Ireland,714.7585209999997,674.3805799999998,615.2909070000006,1945.004535999999,973.4043600000008,1048.143861,1527.230391999999,839.1470130000006,796.6870090000007,402.9317349999999,429.7437450000003,253.190503,399.3300630000006,250.068553,217.2184170000001,1244.454349999999
300,Poland-Israel,541.5869569999998,1009.831429,495.2430000000004,496.8935660000004,724.4563910000004,586.789415,470.5120340000003,455.8299620000004,585.81819,778.1742359999997,814.4701650000006,628.8487280000006,338.3959370000003,224.8429749999999,297.2378140000002,498.3543840000006
301,Poland-Italy,5776.211968000001,5414.835994000001,5030.680130000001,1539.223385999997,670.1727990000002,696.6390020000005,1259.724593999999,568.9166289999996,872.4258240000008,425.674641,254.7063980000001,190.945641,645.2137659999999,323.426167,501.0137400000006,4847.119166999999
302,Poland-Luxembourg,104.971849,0.0,233.4165540000001,356.1626079999999,177.6358069999998,2241.822945999998,216.8012809999999,145.9409929999998,522.5004249999998,90.98303799999996,78.25070500000001,0.021368,0.099191,0.0185,0.007929,0.0
303,Poland-Netherlands,23677.13508200002,20133.01281100003,23692.12948799998,26095.03758599997,20860.96408800001,34161.62295200001,9352.727833999998,9871.855122000008,19097.00090200001,22912.194932,23469.312788,23500.68461200002,23911.72517400001,25129.56926300001,25314.47510799995,24807.90156799999
304,Poland-New York (USA),69496.40052899993,51963.66123099995,60493.19320599997,56786.05307100005,25276.19899900004,30907.21496500002,20787.97285499998,22228.99773499999,11530.97808200002,4128.099718000005,5563.426679999999,4552.097747,4195.239965,4771.215372000008,5411.095595000002,62589.55937099998
305,Poland-Portugal,4006.578098999999,2359.577082000001,2930.707609,3425.158375,2420.673876,4471.785213000001,1858.668838999999,1992.953942,2391.437717999998,1483.402610000001,1016.661720999999,889.3477180000006,799.3138200000002,1174.106398,1107.178035999999,3489.357444999997
306,Poland-Slovakia,0.442709,0.534928,0.44822,4.280886,0.0,0.0,0.0,0.002924,0.004611,27.157004,146.399118,0.0,0.425502,127.336551,127.336551,0.0
307,Poland-Slovenia,19713.22053499997,17181.467792,20661.44709100001,21226.85572300002,18797.99581599999,16934.84399799999,7179.891315999999,7579.372465999997,8642.496384999993,6910.330821000007,9670.641883999991,10472.949093,10629.942763,10188.427327,10166.15637,18700.12814400002
308,Poland-Spain,8770.043418,12114.65869600001,7310.561416999993,6786.209548999997,5727.744687000004,7142.984533000003,3880.437252000001,3159.910937999999,3126.821414000005,3533.156940999999,3018.602532999997,3283.948556,1977.419155999999,2786.724589999999,2896.650419,10407.804953
309,Poland-Sweden,48553.76620100006,43493.90836000001,54838.86768699998,55280.80426799995,78614.0249810001,116669.94247,42563.72791599997,36200.014065,41134.88069900003,37366.32990300001,75775.57724600003,44769.73981899999,55253.99939299999,53691.48562700005,54971.24361200006,49216.95615600003
310,Poland-Switzerland,2838.497437000002,3543.313086000001,3580.049982999997,3960.947669999999,2682.64721,6311.567838000004,2954.243986000002,2469.444376000002,2511.150424,1786.390856999998,2394.819533,3535.895514000001,3791.135875999997,2251.928170000001,1981.806778000001,4802.423339000002
311,Poland-United Kingdom,17101.71180400001,15602.45903600001,15833.80922000001,13927.65611099998,12499.22411900001,15523.43702800002,7881.530616000001,8232.168558,8361.808788000006,7182.850044999995,7284.888805999998,6510.627985000001,6921.260762000004,6470.052183000004,5444.809174000002,17714.170901
312,Portugal-Austria,384.1297369999998,411.9625290000003,623.6116250000002,437.8498970000002,424.5814959999998,498.4383479999993,31059.83057199995,4316.089566999995,2737.039927000003,2157.159314999999,1845.659098,2037.942103,1881.052534000002,2351.756109000001,2075.302958000001,922.758938
313,Portugal-Belgium,454.2009319999998,258.5945059999999,348.4973750000001,361.6017040000004,325.06397,366.7194699999998,164.8782350000002,134.6485200000002,197.6055020000002,151.6637699999999,111.9846389999997,113.8364269999998,136.0060749999999,486.0927799999996,477.2321369999996,404.6039880000004
314,Portugal-Croatia,693.6062830000004,613.8472920000004,797.7970269999998,1008.322679,897.5736260000004,354.771397,829.7241799999991,583.3985190000004,202.6797599999999,132.8183640000001,96.57241799999996,126.7948289999999,124.550573,244.2373579999999,558.1031529999997,614.3547180000003
315,Portugal-Czech Republic,1202.689494,1213.579012000001,1051.777146999999,1727.212564999999,1170.978812,844.2635009999995,391.699369,416.1539600000002,572.254769,1637.282682999999,4319.557294999999,4419.522638999995,3816.788567,2422.674586000001,1566.498984999998,1006.097161999999
316,Portugal-Denmark,224291.6494269999,83319.56347400001,65066.15556800002,67534.939809,55975.02500599997,110147.917194,141725.930308,137774.5389819999,29278.67508500001,20176.50117799999,25127.981407,18151.456169,17864.55213799997,17979.35328799998,18771.80486899999,139116.4126789999
317,Portugal-France,1363.479641,2433.781618999999,1456.958337,1515.056252,949.0875840000002,1403.019828,690.739503,664.0110810000006,1186.179929,709.7253630000013,539.3757209999995,285.1956620000001,319.2425159999997,1293.478854,1314.015013000001,1804.838487000001
